Customer ID,DaysSinceLastPurchase,PurchaseCount,TotalSpent
12346,-0.24851108180758982,-0.2404433203844217,-0.23118892377274494
12347,-0.9004726674199001,-0.11842097451323565,-0.06824747583121107
12348,-0.1772027833812434,-0.3673465600904552,-0.19751592310448154
12349,-0.4929966764122061,0.05729120354127228,0.08714208209153397
12351,-0.8189774692183612,-0.3624656662556078,-0.18826887854082547
12352,-0.8189774692183612,-0.37710834776015006,-0.1832362417445333
12353,-0.4828097766370138,-0.3673465600904552,-0.18629315478804737
12355,1.1369072876185693,-0.3575847724207603,-0.16628352236612054
12356,-0.7680429703423995,-0.05496935466021889,0.19458717549424892
12357,-0.6865477721408607,0.3403830459624239,1.1945100060342493
12358,-0.8189774692183612,-0.1818725943662524,0.09559672408054647
12359,-0.3096324804587439,0.12562371722913648,0.0662895681161344
12360,-0.7782298701175918,-0.030564885485981682,-0.04153940031163011
12361,0.06728281122337293,-0.37222745392530265,-0.185871714011311
12362,2.8788671491764606,-0.4600835429525566,-0.20833485959028253
12366,1.8092426727812643,-0.4503217552828617,-0.16487128488864455
12368,1.7583081739053026,-0.37710834776015006,-0.11586441395372185
12369,-0.43187527776105206,-0.01104131014659191,-0.013327520794836558
12370,1.7175605748045333,-0.2941331525677436,-0.13266100067668632
12371,-0.4726228768618215,0.042648522036729954,0.03225264922840505
12373,1.7175605748045333,-0.2843713648980487,-0.13401923738611246
12374,-0.3503800795595133,-0.22091974504503192,0.0401027174012079
12376,-0.6763608723656684,-0.4015128169343873,-0.16452967133424262
12377,-0.7578560705672072,-0.09889739917384588,-0.012499900327986554
12378,1.0859727887426076,-0.06473114232991378,-0.05834185668329562
12379,-0.34019317978432095,-0.2648477895586589,-0.1334404900241876
12380,-0.7578560705672072,0.4038346658154407,0.38302520346346414
12382,2.3084007617656894,-0.4600835429525566,-0.2257536290755598
12385,-0.7782298701175918,-0.14282544368747285,0.0021977000194774586
12386,-0.9106595671950923,-0.4259172861086245,-0.1932029052389398
12387,-0.41150147821066735,-0.4210363922737771,-0.2066984015324259
12388,-0.10589448495489696,-0.2404433203844217,-0.09206298847090773
12389,-0.5439311752881679,-0.2258006388798794,-0.055333074759130275
12391,0.08765661077375762,0.44776271032906767,0.044873567865432624
12392,1.3813928822231858,-0.43079817994347197,-0.19603794556155366
12393,-0.7476691707920148,-0.23068153271472683,-0.13036831589405073
12395,-0.8597250683191306,0.0133631590276453,0.016899996085902293
12396,2.2269055635641504,-0.1477063375223203,-0.1142526084204097
12399,-0.7171084714664377,-0.21603885121018448,-0.1233834339397847
12400,-0.42168837798585973,-0.41127460460408216,-0.19950103829518137
